f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30
0.7342794,-0.23110837,-0.3353138,-0.43947232,-0.0782319,-1.5955567,0.90949917,0.54563385,1.8208387,1.0183046,-1.2141709,-0.2000492,-1.571597,2.6271987,2.7567418,1.2073095,2.49321,-0.7792922,-1.2944334,-1.8708178,-2.449462,-1.1839995,1.6222494,0.4081099,1.4290763,-0.7534096,-2.113113,0.62134373,1.3062315,-1.4814852
-1.6441886,-0.5622284,1.7805893,-2.1999233,1.2555789,-1.1867151,0.44794452,-0.787468,1.2248406,-0.8318721,-0.1377517,0.33662897,-1.1621099,1.1547523,2.6654763,0.9919457,1.5635016,-1.2281381,-1.402365,-0.4492996,-2.6259546,-1.1681371,0.14922541,0.903507,0.27885467,0.075438365,-1.5385275,0.23136404,1.6788706,-1.1016945
-0.20867768,0.64051646,0.697645,-1.7333481,-0.5694475,-1.1288179,0.26692864,-0.7437216,0.7521443,-0.87958777,-0.22649628,0.9959672,-1.4276378,0.44600898,4.9056063,1.9708855,2.1156888,0.045339286,-1.3428853,-1.0222188,-2.4497814,-0.7499737,0.7645848,0.7050196,1.3081862,1.6380395,0.93385804,0.2382187,1.1502308,-1.4753481
-1.0446444,-0.3588838,0.19090685,-1.1911663,0.24016473,-0.9075463,0.35955065,-0.49976444,0.15579967,-0.01185758,-0.5317344,-0.14992754,-1.1845468,0.53315514,1.4191644,0.4506432,0.99629676,-1.5174587,0.34887654,-1.7747923,-1.173523,-0.9594439,0.45128146,0.85751927,0.35608688,0.6205573,-1.1726433,0.1619406,1.164371,-0.079477265
-1.5487815,-0.6043473,-0.24490976,-0.67219436,-0.04830292,-1.0915837,0.683807,-1.176407,0.29580942,0.48459446,0.4010033,0.35335702,-1.232777,0.897385,2.1639702,0.63277876,0.15257764,-2.5308592,-0.08422504,-0.5024648,-1.3547856,-0.0673213,-0.2708099,0.5555793,1.0822188,-1.2726415,-0.5285046,0.6274179,1.3742636,-0.96465355
-2.9055338,0.67038673,1.6651045,-1.9577198,-0.07224566,-1.5202109,3.0704546,-0.10960661,-0.05212286,-1.126842,0.1591841,-0.46375024,-1.617505,0.06432533,1.7648723,-0.007843576,-0.62963974,-0.805564,-0.3129111,2.1127293,-0.04160218,-1.2289999,1.3107085,1.661014,0.75050384,0.58564526,-0.9281151,0.45140532,1.462375,-1.2716721
0.34706724,-0.35764354,2.1848845,-1.8861701,-0.4044772,-0.6617105,1.7857934,0.24016355,0.19409756,-1.8813132,-0.31708556,-1.069549,-0.5054767,2.4401817,2.985498,1.8157861,0.9932481,0.21994805,-2.4890878,1.9911946,0.09226477,-1.3154368,1.4194918,0.87862885,0.35454583,-0.35878038,-0.35037738,0.5562388,-0.34231776,-3.3278902
-1.3080848,-0.23290834,1.766573,-2.5092654,-0.56258595,-2.0527623,0.114607036,-1.55347,0.11305365,-1.0940697,-0.08049214,-0.16810416,-0.03711614,1.6031505,2.50022,2.5593479,2.0543208,-0.8893061,-1.3856592,0.4882121,-1.6679877,0.11013734,1.3424149,2.149847,1.0008254,-0.27838004,-0.8807343,0.93438303,0.57274294,-1.8540125
-0.9806818,-0.24948901,0.67820454,-1.3263656,0.80419135,0.39379588,1.7479234,-1.4892117,1.7634661,-0.06794359,0.31779325,-0.33469778,-0.6712676,2.1419153,1.3193696,1.3983493,0.62089264,-3.3125725,-0.45365742,-0.68662643,-0.92101294,-1.3904375,-1.1036723,0.17761081,0.023999572,-1.5069405,-0.94960535,0.28117767,2.4039402,-3.448322
-2.7228098,0.40579623,2.353165,-1.246951,-0.6096264,-0.14818731,3.6204123,-2.490001,-0.17249495,-1.0862379,-0.068706125,-0.47517246,-0.40544313,1.228384,1.2323741,1.1565392,-1.4688721,-1.3011391,-0.26947725,0.7088609,-0.5418818,-1.7460667,-0.6242141,1.0672818,0.34812623,0.044495568,-0.109517306,0.46670595,1.2461187,-0.6257544
-1.80044,0.14331424,2.2073722,-1.6200205,-0.0008190572,-0.4010863,0.554281,-0.7748016,0.014621884,-1.3396759,0.9787165,-0.8993996,-0.7653204,0.9431505,1.8451295,1.2183216,-1.7935067,-1.3457856,0.033835307,0.12645699,-0.8368508,-2.9032907,0.41384715,2.0584269,0.13695854,-0.51817036,-0.47222337,0.012122899,0.96951497,-1.409348
-3.1782858,0.5161833,1.5918684,0.14837058,-0.8077624,-1.2137651,2.4151444,-0.9368759,-0.588727,-0.7691114,0.34156942,-1.3368485,-1.4614385,0.7043258,0.78148097,0.4724084,-1.3948642,-1.1790898,-0.4351841,1.8667531,-0.21519628,-0.6914612,0.65304273,1.2564912,0.65220547,-0.11988182,0.47202697,0.4320934,2.035135,-2.022643
-2.0631828,-0.48000455,1.7724764,-0.73046774,-0.10756871,0.28692135,1.4608229,-0.4965045,0.0299066,-1.6097858,0.5879415,-1.0852267,-0.9650638,1.0736828,0.6793816,0.9311914,-1.3514826,-2.4223971,0.5051915,-0.9168159,-0.438882,-1.8153223,-0.0402202,0.9037014,-0.32162857,0.7382699,-1.1009823,-0.5665842,1.2718043,-1.2442013
-2.6893399,-0.26674578,1.6504436,0.25729516,-0.4695119,0.02333346,1.7243136,-0.18933861,0.33561194,-1.7714505,0.9774786,-0.9564479,-0.73298943,2.239933,1.175263,1.6280673,-0.69707465,-2.9504685,-0.36616296,0.16607012,0.010664061,-1.0032406,0.53777313,0.4987911,-0.53970253,0.35122812,-1.4458836,0.1936821,2.3744197,-1.644737
-2.9819133,-1.277911,1.6570828,-1.5700271,0.6863605,-1.1159636,1.2785243,-0.58450437,-0.62788856,-1.5881366,0.018763244,-1.4399701,-1.0649531,1.8583637,3.7161577,0.23632592,0.32553506,-0.22138184,-0.40169784,2.56613,-0.7306605,-1.3014044,0.50270367,1.9881686,1.3573084,-1.241324,-0.24179514,-0.5007292,-0.08598128,-0.7393052
-4.130034,-0.76421,1.025372,1.0847042,0.17171773,-0.55124354,2.4688034,-1.2757756,-0.36793113,-1.1356294,0.91965616,-0.075240925,-0.468359,1.6938232,1.8085742,1.1856642,-1.8402545,-2.0024533,0.67475796,2.3585827,-0.9295268,-1.1347408,-0.026495159,1.0654628,-0.4389162,-0.22676541,-0.18465188,0.30294076,2.3954992,-1.0889549
-0.24199724,-2.7477539,-0.97881776,-0.22714733,-0.48619035,-1.2932054,-0.52183473,-0.16466723,0.3397634,-1.4911487,2.2222672,-0.7775497,-0.33704114,0.75768137,1.5944905,1.1073787,0.07350427,-0.6685276,-1.8581228,-0.26959613,-1.7600859,0.35878783,0.09326735,2.2503152,1.5819422,-2.4751906,-0.83054435,0.34306017,-0.5544516,-0.13241239
-2.19552,0.67056817,0.9217065,-0.09879018,-0.23632136,0.2156457,2.5110302,-0.6017877,-1.1642301,-0.6514689,1.0249089,-1.2347353,-0.9450271,1.5054947,1.4235412,1.3022423,0.0034759045,-1.6990268,-0.65123284,2.5179641,-0.45373183,-0.91527313,1.4077733,1.7373632,0.71995175,-0.7798917,-0.7675586,-0.9596404,1.0970825,-1.5335811
-2.49114,0.037755907,2.1622891,-0.7899074,-0.505857,-0.34569886,2.0979457,-1.0884485,-0.0931716,-1.4736519,1.05768,-1.0797774,-0.5457647,1.2960274,0.58220094,1.2845871,-2.195004,-1.3989134,-0.113816604,0.17482148,-0.6166799,-1.7901411,0.5629906,0.6032244,-0.46779555,0.38880068,-0.5184407,0.20548692,2.1423752,-1.5828444
-2.733511,-0.59755874,0.35468262,1.5010705,-0.04043463,-1.1131759,1.3226533,-0.98626655,-0.27300876,-1.5246042,1.1370648,-0.48654783,-0.33393207,1.391755,2.224629,1.3652525,-0.5686979,-0.98834956,0.040119275,2.2415144,-0.6952742,-1.1339108,0.05998069,1.2228879,0.65087855,-0.92067873,-0.38979912,0.08559039,0.9316424,-2.2335775
-3.211666,-0.4151029,1.7230942,-1.1031492,0.032049417,-0.07643756,2.3895516,-1.6911931,-0.27812743,-0.83170646,0.35392952,-0.5353229,-0.70430434,2.1603532,1.5644875,0.27410385,-1.1822734,-1.4534489,0.83879393,0.7602367,-0.85790265,-1.1043098,-0.32679075,1.3138634,0.13994896,-0.8925989,-0.6622567,0.22421423,0.35903773,-2.3990748
-2.9491186,-1.5911448,0.8567265,-1.1564319,1.4035795,-1.022248,1.0600815,-0.9413215,0.38951698,-1.1258581,0.28638756,-0.7985364,-0.26694772,1.676746,1.5737311,0.47464055,-0.63879573,-3.020323,0.08630037,-0.39490548,-1.837359,-1.0733535,-1.3021617,1.06203,0.8927058,-0.9713062,-1.2715344,-0.093293756,1.6511976,-1.558626
-0.49732596,-1.2473776,0.10120959,-0.4414966,-0.54815793,-0.049819857,1.5398532,-1.3367697,-0.33280903,-0.42635548,-0.046340376,0.47612894,0.01765719,0.42435467,1.701874,1.1007724,0.04371035,-0.88953936,0.38875818,2.8657389,0.85781765,-1.4065962,-0.49786174,2.2547507,1.5134453,-1.0708834,0.91961944,0.8168311,-0.517068,-3.072399
-3.751709,-0.09420866,2.0781932,-0.1349553,0.2531567,-0.43614623,2.727522,-0.42942345,0.03166443,0.52239877,0.7674283,-1.5798286,-1.4531468,1.7506531,1.4247911,0.4237596,-1.7235765,-2.1779258,0.007645339,0.3848611,-0.3338459,-1.2825273,-0.21057367,0.32399625,-0.2885906,-0.7686235,-0.48398378,0.59932876,2.2978039,-1.6957372
0.7032903,-0.21228576,-0.48470098,-0.06287755,-1.7139599,-1.2104849,-0.5120586,-0.11541999,0.8833264,1.4624673,-1.3117169,0.9646832,-0.33688912,0.9911345,-0.9653148,-0.6955479,-0.94050086,-0.7410675,0.1950311,0.6526077,0.94601417,-0.80088955,0.89910936,0.03607726,-0.24108773,0.32640833,0.58144414,-1.9166452,-0.42750254,1.3340663
0.6700379,0.30421966,0.7612171,-0.9671049,-0.8732462,1.6056707,-2.2001615,3.2062652,-1.056108,-0.57672286,-1.0347679,-1.3739365,-2.0868363,1.4239739,1.0258069,0.3901599,3.7325404,0.90258676,-1.6935644,-2.3459315,-0.19466925,-0.61811924,0.6370927,-2.1078057,-0.6150286,0.93007624,-0.94180524,3.350388,-0.89709973,2.2289245
-1.4613216,0.1237067,0.93822426,-1.3382214,-0.75443065,-2.0178623,2.2818666,0.14852656,0.90083027,-1.2952405,-2.068587,0.807776,-0.44568124,2.3674679,3.000009,1.165082,1.8173492,-0.94976026,0.25514692,0.73521894,-0.32319963,-1.1677189,1.7307134,1.1529121,0.76727545,1.1442705,-0.7574749,-2.7072659,1.9944288,-1.9450394
-0.5901931,-0.3427785,-1.7661374,1.2763906,-0.8881483,-0.52205646,-0.54446304,-2.0474324,0.95254403,1.3851986,1.0214044,-0.07182343,0.973259,-2.3589005,-0.18872511,-0.13395317,-0.6579698,-2.8351805,1.8189921,0.7827447,0.5985253,1.0144181,-0.5199192,0.9627726,0.8741455,-0.730615,0.5929401,-0.25490364,0.09419069,0.67334265
-0.45982537,-0.73544,-0.846462,0.23991123,-0.015689462,2.269515,0.6164231,-0.005756125,-0.48985553,0.17213295,2.274279,-0.2728328,0.9844897,-0.79514825,0.18492106,0.13808826,-1.8508754,-1.7229862,0.16321278,2.293565,0.9428698,-0.15956414,-1.1092036,-0.46372163,0.64594114,-1.0253881,1.0005947,0.6039723,-0.911818,0.6245663
1.8104961,0.40530002,0.39583617,0.6310757,-0.6729535,-0.5691811,-1.9611202,2.2037892,0.4854413,-1.5727249,0.4534691,1.2448509,-1.9652164,1.8899997,0.11101848,0.12872297,2.4392517,-0.16579536,-0.47147742,-3.122932,2.0424933,0.77440107,0.5103171,-1.0550543,0.73326564,2.2330291,-0.5979922,1.8082473,-0.64790034,3.383169
0.7703,0.15922284,0.1184758,-1.1256471,-1.1810514,-1.3538479,0.06419724,0.35735708,0.6870675,-0.9759941,-1.4990003,0.35980022,-0.6082097,1.2897753,1.0609956,0.92991954,1.6008167,-0.014064729,-0.35684085,-2.0063932,-0.32876438,-0.30417585,1.666029,0.19072598,0.3139385,0.7439659,-1.1669796,-0.493202,1.2416301,-1.5403527
-0.6166007,0.53384775,0.5317831,-1.6770288,-1.942981,-3.71715,1.2525584,-0.75616884,0.7735033,-2.0832093,-1.2676015,-0.8307079,0.14050058,1.9694053,1.5995288,1.4774373,2.0406551,0.904543,-0.655343,-1.1519915,-1.4261748,-0.6384653,0.9102287,0.47818816,2.0982008,1.3751603,0.085289806,0.14768305,0.9030739,-0.6127947
-0.4072158,0.32477182,0.89652556,-3.9257643,-2.111701,-1.8329315,2.496233,-2.1087966,-0.12029341,-2.6341445,-1.9955105,-0.89919204,-1.5120008,0.054442465,2.714811,0.74372524,1.5614886,0.18156356,-0.44357994,-2.0780106,-1.7237828,0.5379344,1.2352197,1.4769078,1.7532892,0.11870967,0.8369694,0.57561874,0.86743057,-0.18534549
1.1946255,0.02407068,-0.13242477,-1.7986525,-2.001808,-2.144132,-0.47758132,1.3209435,0.7931202,-1.0805584,-1.2769629,0.16937345,-0.58378494,0.7283969,0.73354334,-0.104167864,1.1676484,1.041446,-0.68670475,-1.4247999,-0.895045,0.44893324,3.1391582,0.37221682,1.9477378,2.3186748,-0.2644135,0.024457127,-0.49261686,-2.676142
0.12749475,0.2638448,0.62316245,-2.9053369,-1.8759562,-2.1496208,0.43686348,-1.7699343,1.5650132,-0.65262425,-2.511643,0.06557208,-1.094706,0.36415982,3.436938,1.8233061,2.3776402,0.24563634,-1.7451601,-2.620559,-1.1565197,0.11995518,2.0045996,1.0931516,0.3435191,1.6687639,-0.96815634,-0.4413804,1.3226277,-2.3418822
-2.655553,1.5218377,1.6953115,-0.7866972,-1.1587117,-2.8262227,1.7973636,-0.72988474,-0.25334764,-0.6506337,-0.4168343,-1.3202558,-1.1315675,-0.5624487,1.1456729,0.4788674,0.61105967,-0.6433635,0.502851,-1.9891108,-1.932875,0.03971374,0.9362364,0.69372356,1.2502155,1.0470562,0.23324594,2.2490773,0.69193685,-0.21476825
-1.3621738,-0.005988121,2.2632785,-1.6927744,-0.49787274,-1.8395717,0.947101,-0.9984067,0.71391726,-0.2591614,-0.52485645,-0.82831186,-1.2083622,1.2564611,2.7450533,1.727113,2.0132513,-0.20303336,-2.4862802,-0.78277373,-2.4449391,0.013283372,1.2580318,1.26467,1.2255365,-0.3350544,-0.80729985,2.7614045,0.3481981,-1.9225401
-0.3525273,0.7709816,0.66579217,-1.163022,1.2745955,-2.236242,1.2855623,-1.0673118,0.032667816,-0.941223,-0.97663534,0.31381238,-1.2944508,-1.0000803,3.3573031,2.9466233,1.6188445,-0.595033,-1.7871253,-0.14752522,-0.8251699,-1.547059,1.0928642,1.7048439,1.3588097,1.9702307,0.091203004,0.21098056,1.0012512,-2.7485418
-2.1081197,0.64427036,1.1522338,-1.3982785,-0.98755395,-1.4152037,0.68881506,-2.408529,0.4021417,-0.09049325,-1.9813927,0.23140384,-0.41125357,0.70736957,2.1662147,-0.5491684,0.76002896,-0.118079275,-1.017803,0.14096047,-1.8986435,-0.88022655,0.23481368,0.4900155,1.3350537,1.3606205,-1.0693983,1.3953115,1.4384336,-0.32196456
0.26121983,0.9150066,0.9722231,-1.6592233,-1.4672732,-2.546411,0.9380398,-0.5000928,1.4972472,-1.7416708,-0.67944884,0.5926601,0.17608026,1.0897146,0.9308348,-0.5363158,2.715898,1.5599761,-1.4546759,-3.0824182,-1.5479074,-1.1015271,2.3063004,-0.4074422,0.86544085,0.7049856,-0.8376124,2.1817305,1.3859793,-1.2683908
0.7287618,0.37206197,0.26871407,-1.8527439,-0.9559592,-3.0466137,1.2890705,1.191825,-0.12813222,-0.99402833,-2.6771436,-0.21305235,-1.8151871,0.29781199,2.3479655,0.7659379,1.7870004,-0.2652443,-0.7271869,-2.8319328,-1.0055554,-0.7765105,1.6491184,0.57514524,1.5238386,1.478191,0.089247316,1.4377433,-0.035927564,-0.6414009
1.6400974,0.7572431,1.6073834,-3.1204603,-0.9893218,-0.8787972,-1.4686602,0.9224185,0.80074203,-0.9470837,-2.366024,0.7930395,-1.4392701,-0.25575942,0.7022243,0.52352583,2.8812218,0.9739539,-0.15918568,-3.669245,-1.8814551,-1.468816,2.0213006,-0.7121092,0.99813235,1.7352285,-0.964399,0.08628121,0.8614541,-0.6129572
1.0439751,0.50076514,0.3664409,-1.7051996,-2.1254299,-3.3210104,0.017604738,1.2075661,1.2919967,-1.1221197,-2.214931,0.5756861,-0.7557329,1.2675197,2.1162295,0.7880828,2.5153043,-0.09840721,0.037276223,-3.3658664,-1.5289444,1.1823575,3.0379295,0.14591432,0.5924679,0.21543297,-1.5519257,0.8683231,0.2576249,-1.556802
0.4480087,1.033531,0.6095082,-1.0167238,-1.4832528,-1.5453856,-0.39528185,0.014347717,0.902435,-1.899626,-2.663241,-0.34507507,-0.87863076,1.1730194,0.97408706,1.0686188,3.5672047,0.20250201,-0.72895896,-5.2914944,-2.5051017,-0.20185223,1.3086107,-0.14501965,-0.20209384,1.3711512,-0.5606904,0.37937132,0.55566025,-1.2931072
0.08200405,1.1947412,0.056171842,-0.95708406,-0.43322125,-3.5565705,0.112627134,-1.0540801,0.5201836,-1.2566643,-1.0547941,1.1667943,-1.5468876,-0.11013991,3.6593266,0.934877,1.7776198,-0.47550294,-0.65348804,-1.2641126,-1.7415806,1.6019634,1.0731517,0.26809317,2.9186182,1.1391884,0.4551458,1.54144,1.05929,-0.4627816
1.869204,-1.1477969,-1.4222711,-0.7976223,-1.6720238,-0.7698194,1.0084054,0.42609674,0.5980599,-1.0175265,-1.6999978,0.28615838,-0.9172894,0.6889298,1.131077,0.607982,1.46516,-1.2890302,1.4125545,-2.553871,0.035841256,-0.45966497,1.7955391,1.625121,0.4722083,2.0943081,-0.8451023,-2.5343554,2.7350402,-2.264279
1.1186311,0.5684534,-1.0390285,-0.9964478,0.38325354,0.44165635,-2.3555427,0.3721013,1.6653113,-0.51924515,-1.2845131,-0.03350091,-1.8471802,2.0778708,0.92338246,0.827175,0.19073689,-2.2056766,1.1094482,-4.396187,-0.24471374,0.19086629,1.2521362,-1.3625267,0.5605025,1.3008643,-0.1762285,0.65425766,1.0327224,0.33582038
2.4918902,0.57761496,1.4189397,-0.16010757,-2.5857773,-2.2891302,-0.5096258,0.39300358,0.4581605,-2.2779918,-0.85330033,1.7339567,-1.5828018,-1.8560107,1.3078727,0.5948223,0.99738145,1.6685712,-0.26264378,-1.4365298,-0.54809797,-0.52041173,1.8347664,0.002154529,0.78591716,1.6914976,0.31449038,-0.9514656,-1.2101035,-1.0041512
1.282154,0.1808384,0.3977239,-2.2344086,-0.5509678,-1.4342932,-0.49389964,-0.39051807,1.1555395,-0.2059957,-3.658296,1.66516,-0.36939812,-0.060139447,-0.15601204,-0.52018267,1.1138666,0.47778577,0.33754283,-3.826467,-0.12672621,-1.9393448,1.192339,-0.16629407,0.9558995,1.3099366,-1.1597674,-0.4669406,-0.05851379,0.53791094
2.2395947,0.43307984,0.52815074,-0.69892716,-2.0149121,-1.010937,-0.35753846,0.54727584,0.8077344,-0.7069117,-2.4209905,0.7628873,-2.8731036,-0.20450214,0.759548,1.0444024,1.2050691,0.4961006,0.08238557,-3.5524652,-1.0691171,0.41814637,1.5600855,-0.29879743,0.26346457,3.251694,-0.15049589,-0.2563084,1.0108162,-1.6477959
2.4665766,0.30965203,0.81186324,-1.1071486,-2.1239572,-1.1436546,-0.40345895,1.4146854,-0.7473768,-1.3840654,-0.7503146,0.89012283,0.12969533,0.78162587,0.6250941,-0.9653393,-0.0008070469,1.4356565,-1.0043063,-1.7570735,0.5482396,-0.4042583,1.2101493,-1.9048105,0.013175249,1.2693338,1.4210597,0.19877353,-0.7155949,1.8736475
1.3165581,-0.33842123,-0.73026043,-1.7172458,-0.23514602,-0.19844529,2.2232041,-0.107667536,1.3471966,-1.9716074,-1.2420917,-0.041676596,-1.0674028,1.0257757,4.173258,0.015894707,2.7422407,0.52842134,-1.4370496,-1.0079862,-1.248088,-0.7512518,0.9799088,0.2328769,0.94257545,-0.32664233,-2.7089152,0.6390078,1.3109039,-2.9751532
-1.5092999,-0.16902381,1.9961293,-2.9935074,-0.2860425,-1.7685924,1.425535,-0.9623579,0.5610135,-1.5812397,-1.3144082,-0.45215946,-0.5779728,1.2113768,2.7602491,1.7963357,1.4891992,-0.2997071,-1.3510573,0.373541,-3.5038118,-0.6231196,0.9064169,0.6338426,1.3361478,-0.48687702,-1.0090188,0.9116523,2.349842,-2.1042073
-3.0335271,0.066078484,2.1528137,-1.9510493,-0.2096881,-2.4680505,1.8191068,-2.5915139,0.21210662,-0.7235436,-0.65659285,-1.2608887,-0.9217377,-0.20842144,1.7940651,1.6783922,0.39806604,-0.6128669,-0.93259364,-0.57498574,-1.7979877,-0.6261402,1.0312557,1.2497064,0.485173,0.63948905,-0.3884047,0.9827366,2.6468039,-1.9690918
-0.23582125,1.4558313,1.4772978,-0.9827446,-0.8241036,-3.3117166,2.257625,-0.74007833,0.8977746,-2.350189,-0.5126178,0.6298345,-0.14721869,1.3117554,2.8275669,1.647264,1.5468581,-0.26654956,-0.2781098,-3.2213478,-3.1669374,-1.2942419,1.2058656,1.2724384,1.1022904,1.6253233,0.25810313,-1.1533984,2.218761,-1.7145778
-1.5741097,-0.37685484,-1.7438917,-0.5371785,-0.37880552,-1.340704,1.794241,0.16451256,1.0306909,0.37562704,-0.69570243,0.7073547,-1.856703,0.4450366,1.0806735,0.15056187,0.8420143,-1.8059978,0.79584473,-1.0750059,-0.9330991,1.4122297,0.64179856,0.68310416,0.20745814,1.694046,-0.19724979,1.6635971,0.71732295,-1.4831051
3.6576777,0.42609614,-0.52137905,-1.718765,0.43951085,-0.6998756,-1.1895,1.563073,1.7293766,0.105743155,0.13298577,1.5711647,-2.247281,1.4531531,1.2079715,0.6818822,1.7944825,-0.09454417,-0.89380443,-3.8975682,-0.47505778,-0.23020151,1.9775419,-0.94398546,0.8242841,1.4913701,-2.232613,-0.0110645,-0.5193808,0.0139389485
-1.3521005,1.3633649,0.46520382,-0.37135035,-0.7649057,-3.9560988,3.309363,-0.69264245,1.3959283,-2.8560588,-0.30016756,0.54413915,0.012593478,0.2886907,2.5380673,0.15056671,1.6208699,-0.47852874,-0.3746758,-1.2797195,-1.7981236,-0.8804456,-0.31607103,-0.05600798,0.9652444,2.2390559,0.12751499,0.7014861,1.000758,-1.5858616
0.16046149,-0.24245232,0.8958921,-1.0304759,-0.2592994,-1.1068783,1.4582416,-0.2633968,0.25211677,-0.06878649,-1.0456835,-0.47473145,-0.28528836,0.36629665,0.7332012,0.30886987,0.64060855,-0.28327495,-0.5343497,-1.2188231,-0.47190633,-0.8748684,0.95258296,-0.5363734,0.4277455,-0.02537325,-0.39416763,0.51066697,0.62997127,-0.0063013583
-0.7899573,0.35767597,1.5868949,-1.3300937,-0.6059724,-1.5669669,1.348456,0.10983981,0.8423308,-0.15358867,-1.5851798,-0.29914904,-1.6627512,1.6336192,0.07932906,1.9122317,0.14191383,-0.62670535,-0.23701581,-2.9755857,-2.6383915,-0.75962543,0.86717856,0.3514111,1.1820391,1.5796968,-0.44667062,0.27749625,1.9391309,-1.0485469
0.3301602,0.5970158,0.63435537,-1.8644755,0.1403538,-0.44226828,0.7550379,-0.93443906,-0.926962,-0.8626421,0.39750493,1.083785,-1.4953152,-0.62006414,2.609894,1.7075698,1.757128,-0.629107,-0.7053945,-2.4577718,-3.3168397,0.23577821,1.7916756,0.035256624,2.6537414,1.5202252,-0.79341817,-0.6457634,1.8943299,-0.3552689
